"Location","Species","Pres","Freq","Freq1","SDFrq1","Rank","Rank1"
"TQ40","Species 13",0,0.261,0.7401,0.1168,16,1.081
"TQ40","Species 14",0,0.261,0.7401,0.1168,17,1.148
"TQ40","Species 15",0,0.261,0.7401,0.1168,18,1.216
"TQ40","Species 16",0,0.261,0.7401,0.1168,19,1.283
"TQ40","Species 17",0,0.261,0.7401,0.1168,20,1.351
"TQ41","Species 1",0,0.2351,0.7401,0.1198,1,0.068
"TQ41","Species 18",0,0.2351,0.7401,0.1198,2,0.135
"TQ41","Species 19",0,0.2351,0.7401,0.1198,3,0.203
"TQ41","Species 2",0,0.2351,0.7401,0.1198,4,0.27
"TQ41","Species 20",0,0.2351,0.7401,0.1198,5,0.338
"TQ41","Species 3",0,0.2351,0.7401,0.1198,6,0.405
"TQ41","Species 4",0,0.2351,0.7401,0.1198,7,0.473
"TQ41","Species 5",0,0.2351,0.7401,0.1198,8,0.54
"TQ41","Species 6",0,0.2351,0.7401,0.1198,9,0.608
"TQ41","Species 7",0,0.2351,0.7401,0.1198,10,0.675
"TQ41","Species 8",0,0.2351,0.7401,0.1198,11,0.743
"TQ41","Species 10",0,0.2351,0.7401,0.1198,12,0.811
"TQ41","Species 9",0,0.2351,0.7401,0.1198,13,0.878
"TQ41","Species 11",0,0.2351,0.7401,0.1198,14,0.946
"TQ41","Species 12",0,0.2351,0.7401,0.1198,15,1.013
"TQ41","Species 13",0,0.2351,0.7401,0.1198,16,1.081
"TQ41","Species 14",0,0.2351,0.7401,0.1198,17,1.148
"TQ41","Species 15",0,0.2351,0.7401,0.1198,18,1.216
"TQ41","Species 16",0,0.2351,0.7401,0.1198,19,1.283
"TQ41","Species 17",0,0.2351,0.7401,0.1198,20,1.351
"TQ42","Species 1",0,0.1693,0.7401,0.1374,1,0.068
"TQ42","Species 18",0,0.1693,0.7401,0.1374,2,0.135
"TQ42","Species 19",0,0.1693,0.7401,0.1374,3,0.203
"TQ42","Species 2",0,0.1693,0.7401,0.1374,4,0.27
"TQ42","Species 20",0,0.1693,0.7401,0.1374,5,0.338
"TQ42","Species 3",0,0.1693,0.7401,0.1374,6,0.405
"TQ42","Species 4",0,0.1693,0.7401,0.1374,7,0.473
"TQ42","Species 5",0,0.1693,0.7401,0.1374,8,0.54
"TQ42","Species 6",0,0.1693,0.7401,0.1374,9,0.608
"TQ42","Species 7",0,0.1693,0.7401,0.1374,10,0.675
"TQ42","Species 8",0,0.1693,0.7401,0.1374,11,0.743
"TQ42","Species 10",0,0.1693,0.7401,0.1374,12,0.811
"TQ42","Species 9",0,0.1693,0.7401,0.1374,13,0.878
"TQ42","Species 11",0,0.1693,0.7401,0.1374,14,0.946
"TQ42","Species 12",0,0.1693,0.7401,0.1374,15,1.013
"TQ42","Species 13",0,0.1693,0.7401,0.1374,16,1.081
"TQ42","Species 14",0,0.1693,0.7401,0.1374,17,1.148
"TQ42","Species 15",0,0.1693,0.7401,0.1374,18,1.216
"TQ42","Species 16",0,0.1693,0.7401,0.1374,19,1.283
"TQ42","Species 17",0,0.1693,0.7401,0.1374,20,1.351
"TQ43","Species 1",0,0.1377,0.7402,0.1579,1,0.068
"TQ43","Species 18",0,0.1377,0.7402,0.1579,2,0.135
"TQ43","Species 19",0,0.1377,0.7402,0.1579,3,0.203
"TQ43","Species 2",0,0.1377,0.7402,0.1579,4,0.27
"TQ43","Species 20",0,0.1377,0.7402,0.1579,5,0.338
"TQ43","Species 3",0,0.1377,0.7402,0.1579,6,0.405
"TQ43","Species 4",0,0.1377,0.7402,0.1579,7,0.473
"TQ43","Species 5",0,0.1377,0.7402,0.1579,8,0.54
"TQ43","Species 6",0,0.1377,0.7402,0.1579,9,0.608
"TQ43","Species 7",0,0.1377,0.7402,0.1579,10,0.675
"TQ43","Species 8",0,0.1377,0.7402,0.1579,11,0.743
"TQ43","Species 10",0,0.1377,0.7402,0.1579,12,0.81
"TQ43","Species 9",0,0.1377,0.7402,0.1579,13,0.878
"TQ43","Species 11",0,0.1377,0.7402,0.1579,14,0.946
"TQ43","Species 12",0,0.1377,0.7402,0.1579,15,1.013
"TQ43","Species 13",0,0.1377,0.7402,0.1579,16,1.081
"TQ43","Species 14",0,0.1377,0.7402,0.1579,17,1.148
"TQ43","Species 15",0,0.1377,0.7402,0.1579,18,1.216
"TQ43","Species 16",0,0.1377,0.7402,0.1579,19,1.283
"TQ43","Species 17",0,0.1377,0.7402,0.1579,20,1.351
"TQ44","Species 1",0,0.1969,0.7401,0.1229,1,0.068
"TQ44","Species 18",0,0.1969,0.7401,0.1229,2,0.135
"TQ44","Species 19",0,0.1969,0.7401,0.1229,3,0.203
"TQ44","Species 2",0,0.1969,0.7401,0.1229,4,0.27
"TQ44","Species 20",0,0.1969,0.7401,0.1229,5,0.338
"TQ44","Species 3",0,0.1969,0.7401,0.1229,6,0.405
"TQ44","Species 4",0,0.1969,0.7401,0.1229,7,0.473
"TQ44","Species 5",0,0.1969,0.7401,0.1229,8,0.54
"TQ44","Species 6",0,0.1969,0.7401,0.1229,9,0.608
"TQ44","Species 7",0,0.1969,0.7401,0.1229,10,0.675
"TQ44","Species 8",0,0.1969,0.7401,0.1229,11,0.743
"TQ44","Species 10",0,0.1969,0.7401,0.1229,12,0.811
"TQ44","Species 9",0,0.1969,0.7401,0.1229,13,0.878
"TQ44","Species 11",0,0.1969,0.7401,0.1229,14,0.946
"TQ44","Species 12",0,0.1969,0.7401,0.1229,15,1.013
"TQ44","Species 13",0,0.1969,0.7401,0.1229,16,1.081
"TQ44","Species 14",0,0.1969,0.7401,0.1229,17,1.148
"TQ44","Species 15",0,0.1969,0.7401,0.1229,18,1.216
"TQ44","Species 16",0,0.1969,0.7401,0.1229,19,1.283
"TQ44","Species 17",0,0.1969,0.7401,0.1229,20,1.351
"TQ45","Species 1",0,0.1368,0.7401,0.1578,1,0.068
"TQ45","Species 18",0,0.1368,0.7401,0.1578,2,0.135
"TQ45","Species 19",0,0.1368,0.7401,0.1578,3,0.203
"TQ45","Species 2",0,0.1368,0.7401,0.1578,4,0.27
"TQ45","Species 20",0,0.1368,0.7401,0.1578,5,0.338
"TQ45","Species 3",0,0.1368,0.7401,0.1578,6,0.405
"TQ45","Species 4",0,0.1368,0.7401,0.1578,7,0.473
"TQ45","Species 5",0,0.1368,0.7401,0.1578,8,0.54
"TQ45","Species 6",0,0.1368,0.7401,0.1578,9,0.608
"TQ45","Species 7",0,0.1368,0.7401,0.1578,10,0.675
"TQ45","Species 8",0,0.1368,0.7401,0.1578,11,0.743
"TQ45","Species 10",0,0.1368,0.7401,0.1578,12,0.811
"TQ45","Species 9",0,0.1368,0.7401,0.1578,13,0.878
"TQ45","Species 11",0,0.1368,0.7401,0.1578,14,0.946
"TQ45","Species 12",0,0.1368,0.7401,0.1578,15,1.013
"TQ45","Species 13",0,0.1368,0.7401,0.1578,16,1.081
"TQ45","Species 14",0,0.1368,0.7401,0.1578,17,1.148
"TQ45","Species 15",0,0.1368,0.7401,0.1578,18,1.216
"TQ45","Species 16",0,0.1368,0.7401,0.1578,19,1.283
"TQ45","Species 17",0,0.1368,0.7401,0.1578,20,1.351
"TQ46","Species 1",0,0.146,0.7401,0.1538,1,0.068
"TQ46","Species 18",0,0.146,0.7401,0.1538,2,0.135
"TQ46","Species 19",0,0.146,0.7401,0.1538,3,0.203
"TQ46","Species 2",0,0.146,0.7401,0.1538,4,0.27
"TQ46","Species 20",0,0.146,0.7401,0.1538,5,0.338
"TQ46","Species 3",0,0.146,0.7401,0.1538,6,0.405
"TQ46","Species 4",0,0.146,0.7401,0.1538,7,0.473
"TQ46","Species 5",0,0.146,0.7401,0.1538,8,0.54
"TQ46","Species 6",0,0.146,0.7401,0.1538,9,0.608
"TQ46","Species 7",0,0.146,0.7401,0.1538,10,0.675
"TQ46","Species 8",0,0.146,0.7401,0.1538,11,0.743
"TQ46","Species 10",0,0.146,0.7401,0.1538,12,0.811
"TQ46","Species 9",0,0.146,0.7401,0.1538,13,0.878
"TQ46","Species 11",0,0.146,0.7401,0.1538,14,0.946
"TQ46","Species 12",0,0.146,0.7401,0.1538,15,1.013
"TQ46","Species 13",0,0.146,0.7401,0.1538,16,1.081
"TQ46","Species 14",0,0.146,0.7401,0.1538,17,1.148
"TQ46","Species 15",0,0.146,0.7401,0.1538,18,1.216
"TQ46","Species 16",0,0.146,0.7401,0.1538,19,1.283
"TQ46","Species 17",0,0.146,0.7401,0.1538,20,1.351
"TQ47","Species 1",0,0.11,0.7399,0.1793,1,0.068
"TQ47","Species 18",0,0.11,0.7399,0.1793,2,0.135
"TQ47","Species 19",0,0.11,0.7399,0.1793,3,0.203
"TQ47","Species 2",0,0.11,0.7399,0.1793,4,0.27
"TQ47","Species 20",0,0.11,0.7399,0.1793,5,0.338
"TQ47","Species 3",0,0.11,0.7399,0.1793,6,0.406
"TQ47","Species 4",0,0.11,0.7399,0.1793,7,0.473
"TQ47","Species 5",0,0.11,0.7399,0.1793,8,0.541
"TQ47","Species 6",0,0.11,0.7399,0.1793,9,0.608
"TQ47","Species 7",0,0.11,0.7399,0.1793,10,0.676
"TQ47","Species 8",0,0.11,0.7399,0.1793,11,0.743
"TQ47","Species 10",0,0.11,0.7399,0.1793,12,0.811
"TQ47","Species 9",0,0.11,0.7399,0.1793,13,0.879
"TQ47","Species 11",0,0.11,0.7399,0.1793,14,0.946
"TQ47","Species 12",0,0.11,0.7399,0.1793,15,1.014
"TQ47","Species 13",0,0.11,0.7399,0.1793,16,1.081
"TQ47","Species 14",0,0.11,0.7399,0.1793,17,1.149
"TQ47","Species 15",0,0.11,0.7399,0.1793,18,1.217
"TQ47","Species 16",0,0.11,0.7399,0.1793,19,1.284
"TQ47","Species 17",0,0.11,0.7399,0.1793,20,1.352
"TQ48","Species 1",0,0.1263,0.7399,0.1617,1,0.068
"TQ48","Species 18",0,0.1263,0.7399,0.1617,2,0.135
"TQ48","Species 19",0,0.1263,0.7399,0.1617,3,0.203
"TQ48","Species 2",0,0.1263,0.7399,0.1617,4,0.27
"TQ48","Species 20",0,0.1263,0.7399,0.1617,5,0.338
"TQ48","Species 3",0,0.1263,0.7399,0.1617,6,0.406
"TQ48","Species 4",0,0.1263,0.7399,0.1617,7,0.473
"TQ48","Species 5",0,0.1263,0.7399,0.1617,8,0.541
"TQ48","Species 6",0,0.1263,0.7399,0.1617,9,0.608
"TQ48","Species 7",0,0.1263,0.7399,0.1617,10,0.676
"TQ48","Species 8",0,0.1263,0.7399,0.1617,11,0.743
"TQ48","Species 10",0,0.1263,0.7399,0.1617,12,0.811
"TQ48","Species 9",0,0.1263,0.7399,0.1617,13,0.879
"TQ48","Species 11",0,0.1263,0.7399,0.1617,14,0.946
"TQ48","Species 12",0,0.1263,0.7399,0.1617,15,1.014
"TQ48","Species 13",0,0.1263,0.7399,0.1617,16,1.081
"TQ48","Species 14",0,0.1263,0.7399,0.1617,17,1.149
"TQ48","Species 15",0,0.1263,0.7399,0.1617,18,1.217
"TQ48","Species 16",0,0.1263,0.7399,0.1617,19,1.284
"TQ48","Species 17",0,0.1263,0.7399,0.1617,20,1.352
"TQ49","Species 1",0,0.1241,0.7399,0.1707,1,0.068
"TQ49","Species 18",0,0.1241,0.7399,0.1707,2,0.135
"TQ49","Species 19",0,0.1241,0.7399,0.1707,3,0.203
"TQ49","Species 2",0,0.1241,0.7399,0.1707,4,0.27
"TQ49","Species 20",0,0.1241,0.7399,0.1707,5,0.338
"TQ49","Species 3",0,0.1241,0.7399,0.1707,6,0.405
"TQ49","Species 4",0,0.1241,0.7399,0.1707,7,0.473
"TQ49","Species 5",0,0.1241,0.7399,0.1707,8,0.541
"TQ49","Species 6",0,0.1241,0.7399,0.1707,9,0.608
"TQ49","Species 7",0,0.1241,0.7399,0.1707,10,0.676
"TQ49","Species 8",0,0.1241,0.7399,0.1707,11,0.743
"TQ49","Species 10",0,0.1241,0.7399,0.1707,12,0.811
"TQ49","Species 9",0,0.1241,0.7399,0.1707,13,0.879
"TQ49","Species 11",0,0.1241,0.7399,0.1707,14,0.946
"TQ49","Species 12",0,0.1241,0.7399,0.1707,15,1.014
"TQ49","Species 13",0,0.1241,0.7399,0.1707,16,1.081
"TQ49","Species 14",0,0.1241,0.7399,0.1707,17,1.149
"TQ49","Species 15",0,0.1241,0.7399,0.1707,18,1.216
"TQ49","Species 16",0,0.1241,0.7399,0.1707,19,1.284
"TQ49","Species 17",0,0.1241,0.7399,0.1707,20,1.352
"TQ50","Species 1",0,0.2321,0.7401,0.1239,1,0.068
"TQ50","Species 18",0,0.2321,0.7401,0.1239,2,0.135
"TQ50","Species 19",0,0.2321,0.7401,0.1239,3,0.203
"TQ50","Species 2",0,0.2321,0.7401,0.1239,4,0.27
"TQ50","Species 20",0,0.2321,0.7401,0.1239,5,0.338
"TQ50","Species 3",0,0.2321,0.7401,0.1239,6,0.405
"TQ50","Species 4",0,0.2321,0.7401,0.1239,7,0.473
"TQ50","Species 5",0,0.2321,0.7401,0.1239,8,0.54
"TQ50","Species 6",0,0.2321,0.7401,0.1239,9,0.608
"TQ50","Species 7",0,0.2321,0.7401,0.1239,10,0.675
"TQ50","Species 8",0,0.2321,0.7401,0.1239,11,0.743
"TQ50","Species 10",0,0.2321,0.7401,0.1239,12,0.811
"TQ50","Species 9",0,0.2321,0.7401,0.1239,13,0.878
"TQ50","Species 11",0,0.2321,0.7401,0.1239,14,0.946
"TQ50","Species 12",0,0.2321,0.7401,0.1239,15,1.013
"TQ50","Species 13",0,0.2321,0.7401,0.1239,16,1.081
"TQ50","Species 14",0,0.2321,0.7401,0.1239,17,1.148
"TQ50","Species 15",0,0.2321,0.7401,0.1239,18,1.216
"TQ50","Species 16",0,0.2321,0.7401,0.1239,19,1.283
"TQ50","Species 17",0,0.2321,0.7401,0.1239,20,1.351
"TQ51","Species 1",0,0.2519,0.7401,0.1103,1,0.068
"TQ51","Species 18",0,0.2519,0.7401,0.1103,2,0.135
"TQ51","Species 19",0,0.2519,0.7401,0.1103,3,0.203
"TQ51","Species 2",0,0.2519,0.7401,0.1103,4,0.27
"TQ51","Species 20",0,0.2519,0.7401,0.1103,5,0.338
"TQ51","Species 3",0,0.2519,0.7401,0.1103,6,0.405
"TQ51","Species 4",0,0.2519,0.7401,0.1103,7,0.473
"TQ51","Species 5",0,0.2519,0.7401,0.1103,8,0.54
"TQ51","Species 6",0,0.2519,0.7401,0.1103,9,0.608
"TQ51","Species 7",0,0.2519,0.7401,0.1103,10,0.675
"TQ51","Species 8",0,0.2519,0.7401,0.1103,11,0.743
"TQ51","Species 10",0,0.2519,0.7401,0.1103,12,0.811
"TQ51","Species 9",0,0.2519,0.7401,0.1103,13,0.878
"TQ51","Species 11",0,0.2519,0.7401,0.1103,14,0.946
"TQ51","Species 12",0,0.2519,0.7401,0.1103,15,1.013
"TQ51","Species 13",0,0.2519,0.7401,0.1103,16,1.081
"TQ51","Species 14",0,0.2519,0.7401,0.1103,17,1.148
"TQ51","Species 15",0,0.2519,0.7401,0.1103,18,1.216
"TQ51","Species 16",0,0.2519,0.7401,0.1103,19,1.283
"TQ51","Species 17",0,0.2519,0.7401,0.1103,20,1.351
"TQ52","Species 1",0,0.2104,0.7401,0.121,1,0.068
"TQ52","Species 18",0,0.2104,0.7401,0.121,2,0.135
"TQ52","Species 19",0,0.2104,0.7401,0.121,3,0.203
"TQ52","Species 2",0,0.2104,0.7401,0.121,4,0.27
"TQ52","Species 20",0,0.2104,0.7401,0.121,5,0.338
"TQ52","Species 3",0,0.2104,0.7401,0.121,6,0.405
"TQ52","Species 4",0,0.2104,0.7401,0.121,7,0.473
"TQ52","Species 5",0,0.2104,0.7401,0.121,8,0.54
"TQ52","Species 6",0,0.2104,0.7401,0.121,9,0.608
"TQ52","Species 7",0,0.2104,0.7401,0.121,10,0.675
"TQ52","Species 8",0,0.2104,0.7401,0.121,11,0.743
"TQ52","Species 10",0,0.2104,0.7401,0.121,12,0.811
"TQ52","Species 9",0,0.2104,0.7401,0.121,13,0.878
"TQ52","Species 11",0,0.2104,0.7401,0.121,14,0.946
"TQ52","Species 12",0,0.2104,0.7401,0.121,15,1.013
"TQ52","Species 13",0,0.2104,0.7401,0.121,16,1.081
"TQ52","Species 14",0,0.2104,0.7401,0.121,17,1.148
"TQ52","Species 15",0,0.2104,0.7401,0.121,18,1.216
"TQ52","Species 16",0,0.2104,0.7401,0.121,19,1.283
"TQ52","Species 17",0,0.2104,0.7401,0.121,20,1.351
"TQ53","Species 1",0,0.1698,0.7401,0.1447,1,0.068
"TQ53","Species 18",0,0.1698,0.7401,0.1447,2,0.135
"TQ53","Species 19",0,0.1698,0.7401,0.1447,3,0.203
"TQ53","Species 2",0,0.1698,0.7401,0.1447,4,0.27
"TQ53","Species 20",0,0.1698,0.7401,0.1447,5,0.338
"TQ53","Species 3",0,0.1698,0.7401,0.1447,6,0.405
"TQ53","Species 4",0,0.1698,0.7401,0.1447,7,0.473
"TQ53","Species 5",0,0.1698,0.7401,0.1447,8,0.54
"TQ53","Species 6",0,0.1698,0.7401,0.1447,9,0.608
"TQ53","Species 7",0,0.1698,0.7401,0.1447,10,0.675
"TQ53","Species 8",0,0.1698,0.7401,0.1447,11,0.743
"TQ53","Species 10",0,0.1698,0.7401,0.1447,12,0.811
"TQ53","Species 9",0,0.1698,0.7401,0.1447,13,0.878
"TQ53","Species 11",0,0.1698,0.7401,0.1447,14,0.946
"TQ53","Species 12",0,0.1698,0.7401,0.1447,15,1.013
"TQ53","Species 13",0,0.1698,0.7401,0.1447,16,1.081
"TQ53","Species 14",0,0.1698,0.7401,0.1447,17,1.148
"TQ53","Species 15",0,0.1698,0.7401,0.1447,18,1.216
"TQ53","Species 16",0,0.1698,0.7401,0.1447,19,1.283
"TQ53","Species 17",0,0.1698,0.7401,0.1447,20,1.351
"TQ54","Species 1",0,0.195,0.7401,0.1279,1,0.068
"TQ54","Species 18",0,0.195,0.7401,0.1279,2,0.135
"TQ54","Species 19",0,0.195,0.7401,0.1279,3,0.203
"TQ54","Species 2",0,0.195,0.7401,0.1279,4,0.27
"TQ54","Species 20",0,0.195,0.7401,0.1279,5,0.338
"TQ54","Species 3",0,0.195,0.7401,0.1279,6,0.405
"TQ54","Species 4",0,0.195,0.7401,0.1279,7,0.473
"TQ54","Species 5",0,0.195,0.7401,0.1279,8,0.54
"TQ54","Species 6",0,0.195,0.7401,0.1279,9,0.608
"TQ54","Species 7",0,0.195,0.7401,0.1279,10,0.675
"TQ54","Species 8",0,0.195,0.7401,0.1279,11,0.743
"TQ54","Species 10",0,0.195,0.7401,0.1279,12,0.811
"TQ54","Species 9",0,0.195,0.7401,0.1279,13,0.878
"TQ54","Species 11",0,0.195,0.7401,0.1279,14,0.946
"TQ54","Species 12",0,0.195,0.7401,0.1279,15,1.013
"TQ54","Species 13",0,0.195,0.7401,0.1279,16,1.081
"TQ54","Species 14",0,0.195,0.7401,0.1279,17,1.148
"TQ54","Species 15",0,0.195,0.7401,0.1279,18,1.216
"TQ54","Species 16",0,0.195,0.7401,0.1279,19,1.283
"TQ54","Species 17",0,0.195,0.7401,0.1279,20,1.351
"TQ55","Species 1",0,0.1641,0.7401,0.1489,1,0.068
"TQ55","Species 18",0,0.1641,0.7401,0.1489,2,0.135
"TQ55","Species 19",0,0.1641,0.7401,0.1489,3,0.203
"TQ55","Species 2",0,0.1641,0.7401,0.1489,4,0.27
"TQ55","Species 20",0,0.1641,0.7401,0.1489,5,0.338
"TQ55","Species 3",0,0.1641,0.7401,0.1489,6,0.405
"TQ55","Species 4",0,0.1641,0.7401,0.1489,7,0.473
"TQ55","Species 5",0,0.1641,0.7401,0.1489,8,0.54
"TQ55","Species 6",0,0.1641,0.7401,0.1489,9,0.608
"TQ55","Species 7",0,0.1641,0.7401,0.1489,10,0.675
"TQ55","Species 8",0,0.1641,0.7401,0.1489,11,0.743
"TQ55","Species 10",0,0.1641,0.7401,0.1489,12,0.811
"TQ55","Species 9",0,0.1641,0.7401,0.1489,13,0.878
"TQ55","Species 11",0,0.1641,0.7401,0.1489,14,0.946
"TQ55","Species 12",0,0.1641,0.7401,0.1489,15,1.013
"TQ55","Species 13",0,0.1641,0.7401,0.1489,16,1.081
"TQ55","Species 14",0,0.1641,0.7401,0.1489,17,1.148
"TQ55","Species 15",0,0.1641,0.7401,0.1489,18,1.216
"TQ55","Species 16",0,0.1641,0.7401,0.1489,19,1.283
"TQ55","Species 17",0,0.1641,0.7401,0.1489,20,1.351
"TQ56","Species 1",0,0.4879,0.7401,0.0948,1,0.068
"TQ56","Species 18",0,0.4879,0.7401,0.0948,2,0.135
"TQ56","Species 19",0,0.4879,0.7401,0.0948,3,0.203
"TQ56","Species 2",0,0.4879,0.7401,0.0948,4,0.27
"TQ56","Species 20",0,0.4879,0.7401,0.0948,5,0.338
"TQ56","Species 3",0,0.4879,0.7401,0.0948,6,0.405
"TQ56","Species 4",0,0.4879,0.7401,0.0948,7,0.473
"TQ56","Species 5",0,0.4879,0.7401,0.0948,8,0.54
"TQ56","Species 6",0,0.4879,0.7401,0.0948,9,0.608
"TQ56","Species 7",0,0.4879,0.7401,0.0948,10,0.675
"TQ56","Species 8",0,0.4879,0.7401,0.0948,11,0.743
"TQ56","Species 10",0,0.4879,0.7401,0.0948,12,0.811
"TQ56","Species 9",0,0.4879,0.7401,0.0948,13,0.878
"TQ56","Species 11",0,0.4879,0.7401,0.0948,14,0.946
"TQ56","Species 12",0,0.4879,0.7401,0.0948,15,1.013
"TQ56","Species 13",0,0.4879,0.7401,0.0948,16,1.081
"TQ56","Species 14",0,0.4879,0.7401,0.0948,17,1.148
"TQ56","Species 15",0,0.4879,0.7401,0.0948,18,1.216
"TQ56","Species 16",0,0.4879,0.7401,0.0948,19,1.283
"TQ56","Species 17",0,0.4879,0.7401,0.0948,20,1.351
"TQ57","Species 1",0,0.2938,0.7401,0.1153,1,0.068
"TQ57","Species 18",0,0.2938,0.7401,0.1153,2,0.135
"TQ57","Species 19",0,0.2938,0.7401,0.1153,3,0.203
"TQ57","Species 2",0,0.2938,0.7401,0.1153,4,0.27
"TQ57","Species 20",0,0.2938,0.7401,0.1153,5,0.338
"TQ57","Species 3",0,0.2938,0.7401,0.1153,6,0.405
"TQ57","Species 4",0,0.2938,0.7401,0.1153,7,0.473
"TQ57","Species 5",0,0.2938,0.7401,0.1153,8,0.54
"TQ57","Species 6",0,0.2938,0.7401,0.1153,9,0.608
"TQ57","Species 7",0,0.2938,0.7401,0.1153,10,0.675
"TQ57","Species 8",0,0.2938,0.7401,0.1153,11,0.743
"TQ57","Species 10",0,0.2938,0.7401,0.1153,12,0.811
"TQ57","Species 9",0,0.2938,0.7401,0.1153,13,0.878
"TQ57","Species 11",0,0.2938,0.7401,0.1153,14,0.946
"TQ57","Species 12",0,0.2938,0.7401,0.1153,15,1.013
"TQ57","Species 13",0,0.2938,0.7401,0.1153,16,1.081
"TQ57","Species 14",0,0.2938,0.7401,0.1153,17,1.148
"TQ57","Species 15",0,0.2938,0.7401,0.1153,18,1.216
"TQ57","Species 16",0,0.2938,0.7401,0.1153,19,1.283
"TQ57","Species 17",0,0.2938,0.7401,0.1153,20,1.351
"TQ58","Species 1",0,0.2662,0.7401,0.1125,1,0.068
"TQ58","Species 18",0,0.2662,0.7401,0.1125,2,0.135
"TQ58","Species 19",0,0.2662,0.7401,0.1125,3,0.203
"TQ58","Species 2",0,0.2662,0.7401,0.1125,4,0.27
"TQ58","Species 20",0,0.2662,0.7401,0.1125,5,0.338
"TQ58","Species 3",0,0.2662,0.7401,0.1125,6,0.405
"TQ58","Species 4",0,0.2662,0.7401,0.1125,7,0.473
"TQ58","Species 5",0,0.2662,0.7401,0.1125,8,0.54
"TQ58","Species 6",0,0.2662,0.7401,0.1125,9,0.608
"TQ58","Species 7",0,0.2662,0.7401,0.1125,10,0.675
"TQ58","Species 8",0,0.2662,0.7401,0.1125,11,0.743
"TQ58","Species 10",0,0.2662,0.7401,0.1125,12,0.811
"TQ58","Species 9",0,0.2662,0.7401,0.1125,13,0.878
"TQ58","Species 11",0,0.2662,0.7401,0.1125,14,0.946
"TQ58","Species 12",0,0.2662,0.7401,0.1125,15,1.013
"TQ58","Species 13",0,0.2662,0.7401,0.1125,16,1.081
"TQ58","Species 14",0,0.2662,0.7401,0.1125,17,1.148
"TQ58","Species 15",0,0.2662,0.7401,0.1125,18,1.216
"TQ58","Species 16",0,0.2662,0.7401,0.1125,19,1.283
"TQ58","Species 17",0,0.2662,0.7401,0.1125,20,1.351
"TQ59","Species 1",0,0.3066,0.7401,0.1152,1,0.068
"TQ59","Species 18",0,0.3066,0.7401,0.1152,2,0.135
"TQ59","Species 19",0,0.3066,0.7401,0.1152,3,0.203
"TQ59","Species 2",0,0.3066,0.7401,0.1152,4,0.27
"TQ59","Species 20",0,0.3066,0.7401,0.1152,5,0.338
"TQ59","Species 3",0,0.3066,0.7401,0.1152,6,0.405
"TQ59","Species 4",0,0.3066,0.7401,0.1152,7,0.473
"TQ59","Species 5",0,0.3066,0.7401,0.1152,8,0.54
"TQ59","Species 6",0,0.3066,0.7401,0.1152,9,0.608
"TQ59","Species 7",0,0.3066,0.7401,0.1152,10,0.675
"TQ59","Species 8",0,0.3066,0.7401,0.1152,11,0.743
"TQ59","Species 10",0,0.3066,0.7401,0.1152,12,0.811
"TQ59","Species 9",0,0.3066,0.7401,0.1152,13,0.878
"TQ59","Species 11",0,0.3066,0.7401,0.1152,14,0.946
"TQ59","Species 12",0,0.3066,0.7401,0.1152,15,1.013
"TQ59","Species 13",0,0.3066,0.7401,0.1152,16,1.081
"TQ59","Species 14",0,0.3066,0.7401,0.1152,17,1.148
"TQ59","Species 15",0,0.3066,0.7401,0.1152,18,1.216
"TQ59","Species 16",0,0.3066,0.7401,0.1152,19,1.283
"TQ59","Species 17",0,0.3066,0.7401,0.1152,20,1.351
"TQ60","Species 1",0,0.3092,0.7401,0.1174,1,0.068
"TQ60","Species 18",0,0.3092,0.7401,0.1174,2,0.135
"TQ60","Species 19",0,0.3092,0.7401,0.1174,3,0.203
"TQ60","Species 2",0,0.3092,0.7401,0.1174,4,0.27
"TQ60","Species 20",0,0.3092,0.7401,0.1174,5,0.338
"TQ60","Species 3",0,0.3092,0.7401,0.1174,6,0.405
"TQ60","Species 4",0,0.3092,0.7401,0.1174,7,0.473
"TQ60","Species 5",0,0.3092,0.7401,0.1174,8,0.54
"TQ60","Species 6",0,0.3092,0.7401,0.1174,9,0.608
"TQ60","Species 7",0,0.3092,0.7401,0.1174,10,0.675
"TQ60","Species 8",0,0.3092,0.7401,0.1174,11,0.743
"TQ60","Species 10",0,0.3092,0.7401,0.1174,12,0.811
"TQ60","Species 9",0,0.3092,0.7401,0.1174,13,0.878
"TQ60","Species 11",0,0.3092,0.7401,0.1174,14,0.946
"TQ60","Species 12",0,0.3092,0.7401,0.1174,15,1.013
"TQ60","Species 13",0,0.3092,0.7401,0.1174,16,1.081
"TQ60","Species 14",0,0.3092,0.7401,0.1174,17,1.148
"TQ60","Species 15",0,0.3092,0.7401,0.1174,18,1.216
"TQ60","Species 16",0,0.3092,0.7401,0.1174,19,1.283
"TQ60","Species 17",0,0.3092,0.7401,0.1174,20,1.351
"TQ61","Species 1",0,0.2589,0.7401,0.1074,1,0.068
"TQ61","Species 18",0,0.2589,0.7401,0.1074,2,0.135
"TQ61","Species 19",0,0.2589,0.7401,0.1074,3,0.203
"TQ61","Species 2",0,0.2589,0.7401,0.1074,4,0.27
"TQ61","Species 20",0,0.2589,0.7401,0.1074,5,0.338
"TQ61","Species 3",0,0.2589,0.7401,0.1074,6,0.405
"TQ61","Species 4",0,0.2589,0.7401,0.1074,7,0.473
"TQ61","Species 5",0,0.2589,0.7401,0.1074,8,0.54
